-2.665569961050501391e+01,9.967365145925372039e-01
-2.665514305280164109e+01,9.967739000471690369e-01
-2.665458645433732343e+01,9.965495469939509299e-01
-2.665402981511560299e+01,9.964747583324770064e-01
-2.665347313514005378e+01,9.965869252319031757e-01
-2.665291641441433512e+01,9.967364830013797361e-01
-2.665235965294198905e+01,9.967738669540523455e-01
-2.665180285072662869e+01,9.968112506058172118e-01
-2.665124600777187780e+01,9.969234162983593439e-01
-2.665068912408128554e+01,9.967738434944549697e-01
-2.665013219965845792e+01,9.967738350735674269e-01
-2.664957523450702226e+01,9.968859998618941898e-01
-2.664901822863050640e+01,9.964372968033967659e-01
-2.664846118203258740e+01,9.964372874835900618e-01
-2.664790409471679666e+01,9.968111895520249677e-01
-2.664734696668674019e+01,9.966242237843676577e-01
-2.664678979794603819e+01,9.965868223921403590e-01
-2.664623258849825049e+01,9.966242030352165937e-01
-2.664567533834699731e+01,9.965868010417689993e-01
-2.664511804749583135e+01,9.962876605795928375e-01
-2.664456071594839770e+01,9.965493873205065745e-01
-2.664400334370826684e+01,9.965493755917463892e-01
-2.664344593077902346e+01,9.966615370585026890e-01
-2.664288847716425579e+01,9.966241335605722229e-01
-2.664233098286758405e+01,9.966241209267993062e-01
-2.664177344789256452e+01,9.966614991556953518e-01
-2.664121587224282095e+01,9.966240947546544104e-01
-2.664065825592190251e+01,9.968110370320245606e-01
-2.664010059893347204e+01,9.964371115626537989e-01
-2.663954290128105740e+01,9.967362267203152548e-01
-2.663898516296828944e+01,9.967362122748518738e-01
-2.663842738399869248e+01,9.965492417222931998e-01
-2.663786956437593645e+01,9.967735736384897294e-01
-2.663731170410358118e+01,9.967735582864165611e-01
-2.663675380318519359e+01,9.965865868356751367e-01
-2.663619586162440811e+01,9.964743974061041065e-01
-2.663563787942480943e+01,9.966613369427119729e-01
-2.663507985658994670e+01,9.967361026984240535e-01
-2.663452179312342949e+01,9.963995654239756750e-01
-2.663396368902888867e+01,9.965491128891910133e-01
-2.663340554430983431e+01,9.963247484913128060e-01
-2.663284735896993638e+01,9.963995130378742182e-01
-2.663228913301272982e+01,9.968107976669375869e-01
-2.663173086644183130e+01,9.968855615966308870e-01
-2.663117255926081128e+01,9.970724986791065225e-01
-2.663061421147327223e+01,9.970724796910676035e-01
-2.663005582308277397e+01,9.969602869458704664e-01
-2.662949739409296157e+01,9.969602673538771054e-01
-2.662893892450738420e+01,9.972219855079664796e-01
-2.662838041432962299e+01,9.973715299008421020e-01
-2.662782186356328040e+01,9.975958562809346120e-01
-2.662726327221193756e+01,9.979697469385254704e-01
-2.662670464027921824e+01,9.980445081023471277e-01
-2.662614596776863607e+01,9.979697043752177033e-01
-2.662558725468385745e+01,9.977453357667758205e-01
-2.662502850102841379e+01,9.975583580086730962e-01
-2.662446970680591818e+01,9.977079002466225921e-01
-2.662391087201993756e+01,9.978200510311946436e-01
-2.662335199667407792e+01,9.976704635139522770e-01
-2.662279308077193818e+01,9.972965288539566986e-01
-2.662223412431706038e+01,9.973712875880322848e-01
-2.662167512731305763e+01,9.975582194318791673e-01
-2.662111608976350396e+01,9.974460218564821234e-01
-2.662055701167202670e+01,9.974086062569231803e-01
-2.661999789304217146e+01,9.978198839916957441e-01
-2.661943873387752646e+01,9.975207298275827750e-01
-2.661887953418166575e+01,9.975954867192009523e-01
-2.661832029395822730e+01,9.978945901036815336e-01
-2.661776101321072119e+01,9.978571729747318653e-01
-2.661720169194279251e+01,9.978197555429253462e-01
-2.661664233015800107e+01,9.980814668529691680e-01
-2.661608292785993513e+01,9.980440488072842564e-01
-2.661552348505219712e+01,9.980066304585540893e-01
-2.661496400173830779e+01,9.981561674444119348e-01
-2.661440447792193353e+01,9.980065751048091682e-01
-2.661384491360660576e+01,9.978569824683319878e-01
-2.661328530879592336e+01,9.981560830275009177e-01
-2.661272566349348168e+01,9.978195341680929920e-01
-2.661216597770283343e+01,9.979690696114406068e-01
-2.661160625142758462e+01,9.978194757716737362e-01
-2.661104648467131639e+01,9.979690105951688484e-01
-2.661048667743762053e+01,9.980063717474634277e-01
-2.660992682973006040e+01,9.980063414740365513e-01
-2.660936694155221716e+01,9.980437020114074631e-01
-2.660880701290769679e+01,9.981558444714725420e-01
-2.660824704380003070e+01,9.984923333041828553e-01
-2.660768703423287818e+01,9.981931728871539233e-01
-2.660712698420975997e+01,9.981557499662406796e-01
-2.660656689373426431e+01,9.981557178522408869e-01
-2.660600676281000077e+01,9.982304676509560215e-01
-2.660544659144052915e+01,9.980434793807059224e-01
-2.660488637962943770e+01,9.980434463515027721e-01
-2.660432612738031466e+01,9.981555863331899037e-01
-2.660376583469671630e+01,9.981929437918359849e-01
-2.660320550158226993e+01,9.980807365284380950e-01
-2.660264512804049275e+01,9.982302666797340240e-01
-2.660208471407502628e+01,9.981554499100654398e-01
-2.660152425968940193e+01,9.983049794349159178e-01
-2.660096376488722214e+01,9.983423353482966389e-01
-2.660040322967208226e+01,9.984918642421715118e-01
-2.659984265404751369e+01,9.983422640554138194e-01
-2.659928203801715441e+01,9.985291834184030213e-01
-2.659872138158454646e+01,9.983048004415130405e-01
-2.659816068475326034e+01,9.985291102690634357e-01
-2.659759994752690559e+01,9.986786375929271875e-01
-2.659703916990907047e+01,9.986038180672882625e-01
-2.659647835190330056e+01,9.988281269363454840e-01
-2.659591749351316636e+01,9.987906978812102210e-01
-2.659535659474227742e+01,9.988280506896701771e-01
-2.659479565559420777e+01,9.986784477736053711e-01
-2.659423467607252789e+01,9.986784088866216269e-01
