-2.777123755644747405e+01,-1.499999999999999944e-02
-2.777077670268054277e+01,-1.476562499999999924e-02
-2.777031580108491227e+01,-1.499999999999999944e-02
-2.776985485166439105e+01,-1.476562499999999924e-02
-2.776939385442276631e+01,-1.507812499999999951e-02
-2.776893280936391051e+01,-1.492187499999999938e-02
-2.776847171649162505e+01,-1.492187499999999938e-02
-2.776801057580969356e+01,-1.468749999999999917e-02
-2.776754938732199207e+01,-1.492187499999999938e-02
-2.776708815103230421e+01,-1.499999999999999944e-02
-2.776662686694445625e+01,-1.507812499999999951e-02
-2.776616553506229224e+01,-1.476562499999999924e-02
-2.776570415538961001e+01,-1.492187499999999938e-02
-2.776524272793018966e+01,-1.492187499999999938e-02
-2.776478125268792496e+01,-1.468749999999999917e-02
-2.776431972966659245e+01,-1.468749999999999917e-02
-2.776385815887000774e+01,-1.492187499999999938e-02
-2.776339654030200776e+01,-1.476562499999999924e-02
-2.776293487396637971e+01,-1.507812499999999951e-02
-2.776247315986697117e+01,-1.499999999999999944e-02
-2.776201139800758710e+01,-1.499999999999999944e-02
-2.776154958839206444e+01,-1.499999999999999944e-02
-2.776108773102420457e+01,-1.468749999999999917e-02
-2.776062582590777694e+01,-1.499999999999999944e-02
-2.776016387304670019e+01,-1.499999999999999944e-02
-2.775970187244473664e+01,-1.499999999999999944e-02
-2.775923982410566992e+01,-1.476562499999999924e-02
-2.775877772803335120e+01,-1.499999999999999944e-02
-2.775831558423160672e+01,-1.499999999999999944e-02
-2.775785339270422014e+01,-1.476562499999999924e-02
-2.775739115345506747e+01,-1.499999999999999944e-02
-2.775692886648793234e+01,-1.476562499999999924e-02
-2.775646653180659129e+01,-1.476562499999999924e-02
-2.775600414941490968e+01,-1.476562499999999924e-02
-2.775554171931664627e+01,-1.499999999999999944e-02
-2.775507924151570194e+01,-1.499999999999999944e-02
-2.775461671601583191e+01,-1.492187499999999938e-02
-2.775415414282085536e+01,-1.476562499999999924e-02
-2.775369152193460209e+01,-1.468749999999999917e-02
-2.775322885336088419e+01,-1.476562499999999924e-02
-2.775276613710349594e+01,-1.476562499999999924e-02
-2.775230337316629203e+01,-1.499999999999999944e-02
-2.775184056155303125e+01,-1.492187499999999938e-02
